"date_debut","date_fin","Député","Groupe"
"2018-10-05","2018-10-05","jean-marc-zulesi","LREM"
"2018-10-06","2018-10-17","jean-marc-zulesi","LREM"
"2018-10-18","2018-11-16","jean-marc-zulesi","LREM"
"2018-11-17","2018-11-18","jean-marc-zulesi","LREM"
"2018-11-19","2018-11-25","jean-marc-zulesi","LREM"
"2018-11-26","2018-11-27","jean-marc-zulesi","LREM"
"2018-11-28","2018-12-21","jean-marc-zulesi","LREM"
"2018-12-22","2019-01-08","jean-marc-zulesi","LREM"
"2019-01-09","2019-01-09","jean-marc-zulesi","LREM"
"2019-01-10","2019-01-14","jean-marc-zulesi","LREM"
"2019-01-15","2019-02-14","jean-marc-zulesi","LREM"
"2019-02-15","2019-02-25","jean-marc-zulesi","LREM"
"2019-02-26","2019-02-27","jean-marc-zulesi","LREM"
"2019-02-28","2019-04-27","jean-marc-zulesi","LREM"
"2019-04-28","2019-04-28","jean-marc-zulesi","LREM"
"2019-04-29","2019-04-30","jean-marc-zulesi","LREM"
"2019-05-01","2019-05-01","jean-marc-zulesi","LREM"
"2019-05-02","2019-06-10","jean-marc-zulesi","LREM"
"2019-06-11","2019-06-26","jean-marc-zulesi","LREM"
"2019-06-27","2019-07-01","jean-marc-zulesi","LREM"
"2019-07-02","2019-07-07","jean-marc-zulesi","LREM"
"2019-07-08","2019-07-24","jean-marc-zulesi","LREM"
"2017-06-21","2017-06-26","jean-marie-fievet","NI"
"2017-06-27","2017-06-28","jean-marie-fievet","LREM"
"2017-06-29","2017-07-21","jean-marie-fievet","LREM"
"2017-07-22","2017-07-22","jean-marie-fievet","LREM"
"2017-07-23","2017-07-24","jean-marie-fievet","LREM"
"2017-07-25","2017-08-21","jean-marie-fievet","LREM"
"2017-08-22","2017-09-05","jean-marie-fievet","LREM"
"2017-09-06","2017-11-16","jean-marie-fievet","LREM"
"2017-11-17","2017-11-28","jean-marie-fievet","LREM"
"2017-11-29","2017-11-29","jean-marie-fievet","LREM"
"2017-11-30","2017-12-08","jean-marie-fievet","LREM"
"2017-12-09","2017-12-18","jean-marie-fievet","LREM"
"2017-12-19","2017-12-24","jean-marie-fievet","LREM"
"2017-12-25","2017-12-25","jean-marie-fievet","LREM"
"2017-12-26","2018-01-19","jean-marie-fievet","LREM"
"2018-01-20","2018-01-23","jean-marie-fievet","LREM"
"2018-01-24","2018-02-02","jean-marie-fievet","LREM"
"2018-02-03","2018-02-04","jean-marie-fievet","LREM"
"2018-02-05","2018-03-12","jean-marie-fievet","LREM"
"2018-03-13","2018-03-18","jean-marie-fievet","LREM"
"2018-03-19","2018-03-19","jean-marie-fievet","LREM"
"2018-03-20","2018-03-25","jean-marie-fievet","LREM"
"2018-03-26","2018-03-26","jean-marie-fievet","LREM"
"2018-03-27","2018-04-15","jean-marie-fievet","LREM"
"2018-04-16","2018-04-22","jean-marie-fievet","LREM"
"2018-04-23","2018-04-23","jean-marie-fievet","LREM"
"2018-04-24","2018-04-29","jean-marie-fievet","LREM"
"2018-04-30","2018-05-02","jean-marie-fievet","LREM"
"2018-05-03","2018-05-08","jean-marie-fievet","LREM"
"2018-05-09","2018-06-15","jean-marie-fievet","LREM"
"2018-06-16","2018-07-06","jean-marie-fievet","LREM"
"2018-07-07","2018-07-11","jean-marie-fievet","LREM"
"2018-07-12","2018-07-15","jean-marie-fievet","LREM"
"2018-07-16","2018-09-11","jean-marie-fievet","LREM"
"2018-09-12","2018-09-17","jean-marie-fievet","LREM"
"2018-09-18","2018-09-30","jean-marie-fievet","LREM"
"2018-10-01","2018-10-03","jean-marie-fievet","LREM"
"2018-10-04","2018-10-04","jean-marie-fievet","LREM"
"2018-10-05","2018-10-05","jean-marie-fievet","LREM"
"2018-10-06","2018-10-17","jean-marie-fievet","LREM"
"2018-10-18","2018-11-16","jean-marie-fievet","LREM"
"2018-11-17","2018-11-18","jean-marie-fievet","LREM"
"2018-11-19","2018-11-25","jean-marie-fievet","LREM"
"2018-11-26","2018-11-27","jean-marie-fievet","LREM"
"2018-11-28","2018-12-21","jean-marie-fievet","LREM"
"2018-12-22","2019-01-08","jean-marie-fievet","LREM"
"2019-01-09","2019-01-09","jean-marie-fievet","LREM"
"2019-01-10","2019-01-14","jean-marie-fievet","LREM"
"2019-01-15","2019-02-14","jean-marie-fievet","LREM"
"2019-02-15","2019-02-25","jean-marie-fievet","LREM"
"2019-02-26","2019-02-27","jean-marie-fievet","LREM"
"2019-02-28","2019-04-27","jean-marie-fievet","LREM"
"2019-04-28","2019-04-28","jean-marie-fievet","LREM"
"2019-04-29","2019-04-30","jean-marie-fievet","LREM"
"2019-05-01","2019-05-01","jean-marie-fievet","LREM"
"2019-05-02","2019-06-10","jean-marie-fievet","LREM"
"2019-06-11","2019-06-26","jean-marie-fievet","LREM"
"2019-06-27","2019-07-01","jean-marie-fievet","LREM"
"2019-07-02","2019-07-07","jean-marie-fievet","LREM"
"2019-07-08","2019-07-24","jean-marie-fievet","LREM"
"2017-06-21","2017-06-26","jean-marie-sermier","NI"
"2017-06-27","2017-06-28","jean-marie-sermier","LR"
"2017-06-29","2017-07-21","jean-marie-sermier","LR"
"2017-07-22","2017-07-22","jean-marie-sermier","LR"
"2017-07-23","2017-07-24","jean-marie-sermier","LR"
"2017-07-25","2017-08-21","jean-marie-sermier","LR"
"2017-08-22","2017-09-05","jean-marie-sermier","LR"
"2017-09-06","2017-11-16","jean-marie-sermier","LR"
"2017-11-17","2017-11-28","jean-marie-sermier","LR"
"2017-11-29","2017-11-29","jean-marie-sermier","LR"
"2017-11-30","2017-12-08","jean-marie-sermier","LR"
"2017-12-09","2017-12-18","jean-marie-sermier","LR"
"2017-12-19","2017-12-24","jean-marie-sermier","LR"
"2017-12-25","2017-12-25","jean-marie-sermier","LR"
"2017-12-26","2018-01-19","jean-marie-sermier","LR"
"2018-01-20","2018-01-23","jean-marie-sermier","LR"
"2018-01-24","2018-02-02","jean-marie-sermier","LR"
"2018-02-03","2018-02-04","jean-marie-sermier","LR"
"2018-02-05","2018-03-12","jean-marie-sermier","LR"
"2018-03-13","2018-03-18","jean-marie-sermier","LR"
"2018-03-19","2018-03-19","jean-marie-sermier","LR"
"2018-03-20","2018-03-25","jean-marie-sermier","LR"
"2018-03-26","2018-03-26","jean-marie-sermier","LR"
"2018-03-27","2018-04-15","jean-marie-sermier","LR"
"2018-04-16","2018-04-22","jean-marie-sermier","LR"
"2018-04-23","2018-04-23","jean-marie-sermier","LR"
"2018-04-24","2018-04-29","jean-marie-sermier","LR"
"2018-04-30","2018-05-02","jean-marie-sermier","LR"
"2018-05-03","2018-05-08","jean-marie-sermier","LR"
"2018-05-09","2018-06-15","jean-marie-sermier","LR"
"2018-06-16","2018-07-06","jean-marie-sermier","LR"
"2018-07-07","2018-07-11","jean-marie-sermier","LR"
"2018-07-12","2018-07-15","jean-marie-sermier","LR"
"2018-07-16","2018-09-11","jean-marie-sermier","LR"
"2018-09-12","2018-09-17","jean-marie-sermier","LR"
"2018-09-18","2018-09-30","jean-marie-sermier","LR"
"2018-10-01","2018-10-03","jean-marie-sermier","LR"
"2018-10-04","2018-10-04","jean-marie-sermier","LR"
"2018-10-05","2018-10-05","jean-marie-sermier","LR"
"2018-10-06","2018-10-17","jean-marie-sermier","LR"
"2018-10-18","2018-11-16","jean-marie-sermier","LR"
"2018-11-17","2018-11-18","jean-marie-sermier","LR"
"2018-11-19","2018-11-25","jean-marie-sermier","LR"
"2018-11-26","2018-11-27","jean-marie-sermier","LR"
"2018-11-28","2018-12-21","jean-marie-sermier","LR"
"2018-12-22","2019-01-08","jean-marie-sermier","LR"
"2019-01-09","2019-01-09","jean-marie-sermier","LR"
"2019-01-10","2019-01-14","jean-marie-sermier","LR"
"2019-01-15","2019-02-14","jean-marie-sermier","LR"
"2019-02-15","2019-02-25","jean-marie-sermier","LR"
"2019-02-26","2019-02-27","jean-marie-sermier","LR"
"2019-02-28","2019-04-27","jean-marie-sermier","LR"
"2019-04-28","2019-04-28","jean-marie-sermier","LR"
"2019-04-29","2019-04-30","jean-marie-sermier","LR"
"2019-05-01","2019-05-01","jean-marie-sermier","LR"
"2019-05-02","2019-06-10","jean-marie-sermier","LR"
"2019-06-11","2019-06-26","jean-marie-sermier","LR"
"2019-06-27","2019-07-01","jean-marie-sermier","LR"
"2019-07-02","2019-07-07","jean-marie-sermier","LR"
"2019-07-08","2019-07-24","jean-marie-sermier","LR"
"2017-06-21","2017-06-26","jean-michel-clement","NI"
"2017-06-27","2017-06-28","jean-michel-clement","LREM"
"2017-06-29","2017-07-21","jean-michel-clement","LREM"
"2017-07-22","2017-07-22","jean-michel-clement","LREM"
"2017-07-23","2017-07-24","jean-michel-clement","LREM"
"2017-07-25","2017-08-21","jean-michel-clement","LREM"
"2017-08-22","2017-09-05","jean-michel-clement","LREM"
"2017-09-06","2017-11-16","jean-michel-clement","LREM"
"2017-11-17","2017-11-28","jean-michel-clement","LREM"
"2017-11-29","2017-11-29","jean-michel-clement","LREM"
"2017-11-30","2017-12-08","jean-michel-clement","LREM"
"2017-12-09","2017-12-18","jean-michel-clement","LREM"
"2017-12-19","2017-12-24","jean-michel-clement","LREM"
"2017-12-25","2017-12-25","jean-michel-clement","LREM"
"2017-12-26","2018-01-19","jean-michel-clement","LREM"
"2018-01-20","2018-01-23","jean-michel-clement","LREM"
"2018-01-24","2018-02-02","jean-michel-clement","LREM"
"2018-02-03","2018-02-04","jean-michel-clement","LREM"
"2018-02-05","2018-03-12","jean-michel-clement","LREM"
"2018-03-13","2018-03-18","jean-michel-clement","LREM"
"2018-03-19","2018-03-19","jean-michel-clement","LREM"
"2018-03-20","2018-03-25","jean-michel-clement","LREM"
"2018-03-26","2018-03-26","jean-michel-clement","LREM"
"2018-03-27","2018-04-15","jean-michel-clement","LREM"
"2018-04-16","2018-04-22","jean-michel-clement","LREM"
"2018-04-23","2018-04-23","jean-michel-clement","LREM"
"2018-04-24","2018-04-29","jean-michel-clement","LREM"
"2018-04-30","2018-05-02","jean-michel-clement","LREM"
"2018-05-03","2018-05-08","jean-michel-clement","LREM"
"2018-05-09","2018-06-15","jean-michel-clement","LREM"
"2018-06-16","2018-07-06","jean-michel-clement","NI"
"2018-07-07","2018-07-11","jean-michel-clement","NI"
"2018-07-12","2018-07-15","jean-michel-clement","NI"
"2018-07-16","2018-09-11","jean-michel-clement","NI"
"2018-09-12","2018-09-17","jean-michel-clement","NI"
"2018-09-18","2018-09-30","jean-michel-clement","NI"
"2018-10-01","2018-10-03","jean-michel-clement","NI"
"2018-10-04","2018-10-04","jean-michel-clement","NI"
"2018-10-05","2018-10-05","jean-michel-clement","NI"
"2018-10-06","2018-10-17","jean-michel-clement","NI"
"2018-10-18","2018-11-16","jean-michel-clement","LT"
"2018-11-17","2018-11-18","jean-michel-clement","LT"
"2018-11-19","2018-11-25","jean-michel-clement","LT"
"2018-11-26","2018-11-27","jean-michel-clement","LT"
"2018-11-28","2018-12-21","jean-michel-clement","LT"
"2018-12-22","2019-01-08","jean-michel-clement","LT"
"2019-01-09","2019-01-09","jean-michel-clement","LT"
"2019-01-10","2019-01-14","jean-michel-clement","LT"
"2019-01-15","2019-02-14","jean-michel-clement","LT"
"2019-02-15","2019-02-25","jean-michel-clement","LT"
"2019-02-26","2019-02-27","jean-michel-clement","LT"
"2019-02-28","2019-04-27","jean-michel-clement","LT"
"2019-04-28","2019-04-28","jean-michel-clement","LT"
"2019-04-29","2019-04-30","jean-michel-clement","LT"
"2019-05-01","2019-05-01","jean-michel-clement","LT"
"2019-05-02","2019-06-10","jean-michel-clement","LT"
"2019-06-11","2019-06-26","jean-michel-clement","LT"
"2019-06-27","2019-07-01","jean-michel-clement","LT"
"2019-07-02","2019-07-07","jean-michel-clement","LT"
"2019-07-08","2019-07-24","jean-michel-clement","LT"
"2017-06-21","2017-06-26","jean-michel-fauvergue","NI"
"2017-06-27","2017-06-28","jean-michel-fauvergue","LREM"
"2017-06-29","2017-07-21","jean-michel-fauvergue","LREM"
"2017-07-22","2017-07-22","jean-michel-fauvergue","LREM"
"2017-07-23","2017-07-24","jean-michel-fauvergue","LREM"
"2017-07-25","2017-08-21","jean-michel-fauvergue","LREM"
"2017-08-22","2017-09-05","jean-michel-fauvergue","LREM"
"2017-09-06","2017-11-16","jean-michel-fauvergue","LREM"
"2017-11-17","2017-11-28","jean-michel-fauvergue","LREM"
"2017-11-29","2017-11-29","jean-michel-fauvergue","LREM"
"2017-11-30","2017-12-08","jean-michel-fauvergue","LREM"
"2017-12-09","2017-12-18","jean-michel-fauvergue","LREM"
"2017-12-19","2017-12-24","jean-michel-fauvergue","LREM"
"2017-12-25","2017-12-25","jean-michel-fauvergue","LREM"
"2017-12-26","2018-01-19","jean-michel-fauvergue","LREM"
"2018-01-20","2018-01-23","jean-michel-fauvergue","LREM"
"2018-01-24","2018-02-02","jean-michel-fauvergue","LREM"
"2018-02-03","2018-02-04","jean-michel-fauvergue","LREM"
"2018-02-05","2018-03-12","jean-michel-fauvergue","LREM"
"2018-03-13","2018-03-18","jean-michel-fauvergue","LREM"
"2018-03-19","2018-03-19","jean-michel-fauvergue","LREM"
"2018-03-20","2018-03-25","jean-michel-fauvergue","LREM"
"2018-03-26","2018-03-26","jean-michel-fauvergue","LREM"
"2018-03-27","2018-04-15","jean-michel-fauvergue","LREM"
"2018-04-16","2018-04-22","jean-michel-fauvergue","LREM"
"2018-04-23","2018-04-23","jean-michel-fauvergue","LREM"
"2018-04-24","2018-04-29","jean-michel-fauvergue","LREM"
"2018-04-30","2018-05-02","jean-michel-fauvergue","LREM"
"2018-05-03","2018-05-08","jean-michel-fauvergue","LREM"
"2018-05-09","2018-06-15","jean-michel-fauvergue","LREM"
"2018-06-16","2018-07-06","jean-michel-fauvergue","LREM"
"2018-07-07","2018-07-11","jean-michel-fauvergue","LREM"
"2018-07-12","2018-07-15","jean-michel-fauvergue","LREM"
"2018-07-16","2018-09-11","jean-michel-fauvergue","LREM"
"2018-09-12","2018-09-17","jean-michel-fauvergue","LREM"
"2018-09-18","2018-09-30","jean-michel-fauvergue","LREM"
"2018-10-01","2018-10-03","jean-michel-fauvergue","LREM"
"2018-10-04","2018-10-04","jean-michel-fauvergue","LREM"
"2018-10-05","2018-10-05","jean-michel-fauvergue","LREM"
"2018-10-06","2018-10-17","jean-michel-fauvergue","LREM"
"2018-10-18","2018-11-16","jean-michel-fauvergue","LREM"
"2018-11-17","2018-11-18","jean-michel-fauvergue","LREM"
"2018-11-19","2018-11-25","jean-michel-fauvergue","LREM"
"2018-11-26","2018-11-27","jean-michel-fauvergue","LREM"
"2018-11-28","2018-12-21","jean-michel-fauvergue","LREM"
"2018-12-22","2019-01-08","jean-michel-fauvergue","LREM"
"2019-01-09","2019-01-09","jean-michel-fauvergue","LREM"
"2019-01-10","2019-01-14","jean-michel-fauvergue","LREM"
"2019-01-15","2019-02-14","jean-michel-fauvergue","LREM"
"2019-02-15","2019-02-25","jean-michel-fauvergue","LREM"
"2019-02-26","2019-02-27","jean-michel-fauvergue","LREM"
"2019-02-28","2019-04-27","jean-michel-fauvergue","LREM"
"2019-04-28","2019-04-28","jean-michel-fauvergue","LREM"
"2019-04-29","2019-04-30","jean-michel-fauvergue","LREM"
"2019-05-01","2019-05-01","jean-michel-fauvergue","LREM"
"2019-05-02","2019-06-10","jean-michel-fauvergue","LREM"
"2019-06-11","2019-06-26","jean-michel-fauvergue","LREM"
"2019-06-27","2019-07-01","jean-michel-fauvergue","LREM"
"2019-07-02","2019-07-07","jean-michel-fauvergue","LREM"
"2019-07-08","2019-07-24","jean-michel-fauvergue","LREM"
"2017-06-21","2017-06-26","jean-michel-jacques","NI"
"2017-06-27","2017-06-28","jean-michel-jacques","LREM"
"2017-06-29","2017-07-21","jean-michel-jacques","LREM"
"2017-07-22","2017-07-22","jean-michel-jacques","LREM"
"2017-07-23","2017-07-24","jean-michel-jacques","LREM"
"2017-07-25","2017-08-21","jean-michel-jacques","LREM"
"2017-08-22","2017-09-05","jean-michel-jacques","LREM"
"2017-09-06","2017-11-16","jean-michel-jacques","LREM"
"2017-11-17","2017-11-28","jean-michel-jacques","LREM"
"2017-11-29","2017-11-29","jean-michel-jacques","LREM"
"2017-11-30","2017-12-08","jean-michel-jacques","LREM"
"2017-12-09","2017-12-18","jean-michel-jacques","LREM"
"2017-12-19","2017-12-24","jean-michel-jacques","LREM"
"2017-12-25","2017-12-25","jean-michel-jacques","LREM"
"2017-12-26","2018-01-19","jean-michel-jacques","LREM"
"2018-01-20","2018-01-23","jean-michel-jacques","LREM"
"2018-01-24","2018-02-02","jean-michel-jacques","LREM"
"2018-02-03","2018-02-04","jean-michel-jacques","LREM"
"2018-02-05","2018-03-12","jean-michel-jacques","LREM"
"2018-03-13","2018-03-18","jean-michel-jacques","LREM"
"2018-03-19","2018-03-19","jean-michel-jacques","LREM"
"2018-03-20","2018-03-25","jean-michel-jacques","LREM"
"2018-03-26","2018-03-26","jean-michel-jacques","LREM"
"2018-03-27","2018-04-15","jean-michel-jacques","LREM"
"2018-04-16","2018-04-22","jean-michel-jacques","LREM"
"2018-04-23","2018-04-23","jean-michel-jacques","LREM"
"2018-04-24","2018-04-29","jean-michel-jacques","LREM"
"2018-04-30","2018-05-02","jean-michel-jacques","LREM"
"2018-05-03","2018-05-08","jean-michel-jacques","LREM"
"2018-05-09","2018-06-15","jean-michel-jacques","LREM"
"2018-06-16","2018-07-06","jean-michel-jacques","LREM"
"2018-07-07","2018-07-11","jean-michel-jacques","LREM"
"2018-07-12","2018-07-15","jean-michel-jacques","LREM"
"2018-07-16","2018-09-11","jean-michel-jacques","LREM"
"2018-09-12","2018-09-17","jean-michel-jacques","LREM"
"2018-09-18","2018-09-30","jean-michel-jacques","LREM"
"2018-10-01","2018-10-03","jean-michel-jacques","LREM"
"2018-10-04","2018-10-04","jean-michel-jacques","LREM"
"2018-10-05","2018-10-05","jean-michel-jacques","LREM"
"2018-10-06","2018-10-17","jean-michel-jacques","LREM"
"2018-10-18","2018-11-16","jean-michel-jacques","LREM"
"2018-11-17","2018-11-18","jean-michel-jacques","LREM"
"2018-11-19","2018-11-25","jean-michel-jacques","LREM"
"2018-11-26","2018-11-27","jean-michel-jacques","LREM"
"2018-11-28","2018-12-21","jean-michel-jacques","LREM"
"2018-12-22","2019-01-08","jean-michel-jacques","LREM"
"2019-01-09","2019-01-09","jean-michel-jacques","LREM"
"2019-01-10","2019-01-14","jean-michel-jacques","LREM"
"2019-01-15","2019-02-14","jean-michel-jacques","LREM"
"2019-02-15","2019-02-25","jean-michel-jacques","LREM"
"2019-02-26","2019-02-27","jean-michel-jacques","LREM"
"2019-02-28","2019-04-27","jean-michel-jacques","LREM"
"2019-04-28","2019-04-28","jean-michel-jacques","LREM"
"2019-04-29","2019-04-30","jean-michel-jacques","LREM"
"2019-05-01","2019-05-01","jean-michel-jacques","LREM"
"2019-05-02","2019-06-10","jean-michel-jacques","LREM"
"2019-06-11","2019-06-26","jean-michel-jacques","LREM"
"2019-06-27","2019-07-01","jean-michel-jacques","LREM"
"2019-07-02","2019-07-07","jean-michel-jacques","LREM"
"2019-07-08","2019-07-24","jean-michel-jacques","LREM"
"2017-06-21","2017-06-26","jean-michel-mis","NI"
"2017-06-27","2017-06-28","jean-michel-mis","LREM"
"2017-06-29","2017-07-21","jean-michel-mis","LREM"
"2017-07-22","2017-07-22","jean-michel-mis","LREM"
"2017-07-23","2017-07-24","jean-michel-mis","LREM"
"2017-07-25","2017-08-21","jean-michel-mis","LREM"
"2017-08-22","2017-09-05","jean-michel-mis","LREM"
"2017-09-06","2017-11-16","jean-michel-mis","LREM"
"2017-11-17","2017-11-28","jean-michel-mis","LREM"
"2017-11-29","2017-11-29","jean-michel-mis","LREM"
"2017-11-30","2017-12-08","jean-michel-mis","LREM"
"2017-12-09","2017-12-18","jean-michel-mis","LREM"
"2017-12-19","2017-12-24","jean-michel-mis","LREM"
"2017-12-25","2017-12-25","jean-michel-mis","LREM"
"2017-12-26","2018-01-19","jean-michel-mis","LREM"
"2018-01-20","2018-01-23","jean-michel-mis","LREM"
"2018-01-24","2018-02-02","jean-michel-mis","LREM"
"2018-02-03","2018-02-04","jean-michel-mis","LREM"
"2018-02-05","2018-03-12","jean-michel-mis","LREM"
"2018-03-13","2018-03-18","jean-michel-mis","LREM"
"2018-03-19","2018-03-19","jean-michel-mis","LREM"
"2018-03-20","2018-03-25","jean-michel-mis","LREM"
"2018-03-26","2018-03-26","jean-michel-mis","LREM"
"2018-03-27","2018-04-15","jean-michel-mis","LREM"
"2018-04-16","2018-04-22","jean-michel-mis","LREM"
"2018-04-23","2018-04-23","jean-michel-mis","LREM"
"2018-04-24","2018-04-29","jean-michel-mis","LREM"
"2018-04-30","2018-05-02","jean-michel-mis","LREM"
"2018-05-03","2018-05-08","jean-michel-mis","LREM"
"2018-05-09","2018-06-15","jean-michel-mis","LREM"
"2018-06-16","2018-07-06","jean-michel-mis","LREM"
"2018-07-07","2018-07-11","jean-michel-mis","LREM"
"2018-07-12","2018-07-15","jean-michel-mis","LREM"
"2018-07-16","2018-09-11","jean-michel-mis","LREM"
"2018-09-12","2018-09-17","jean-michel-mis","LREM"
"2018-09-18","2018-09-30","jean-michel-mis","LREM"
"2018-10-01","2018-10-03","jean-michel-mis","LREM"
"2018-10-04","2018-10-04","jean-michel-mis","LREM"
"2018-10-05","2018-10-05","jean-michel-mis","LREM"
"2018-10-06","2018-10-17","jean-michel-mis","LREM"
"2018-10-18","2018-11-16","jean-michel-mis","LREM"
"2018-11-17","2018-11-18","jean-michel-mis","LREM"
"2018-11-19","2018-11-25","jean-michel-mis","LREM"
"2018-11-26","2018-11-27","jean-michel-mis","LREM"
"2018-11-28","2018-12-21","jean-michel-mis","LREM"
"2018-12-22","2019-01-08","jean-michel-mis","LREM"
"2019-01-09","2019-01-09","jean-michel-mis","LREM"
"2019-01-10","2019-01-14","jean-michel-mis","LREM"
"2019-01-15","2019-02-14","jean-michel-mis","LREM"
"2019-02-15","2019-02-25","jean-michel-mis","LREM"
"2019-02-26","2019-02-27","jean-michel-mis","LREM"
"2019-02-28","2019-04-27","jean-michel-mis","LREM"
"2019-04-28","2019-04-28","jean-michel-mis","LREM"
"2019-04-29","2019-04-30","jean-michel-mis","LREM"
"2019-05-01","2019-05-01","jean-michel-mis","LREM"
"2019-05-02","2019-06-10","jean-michel-mis","LREM"
"2019-06-11","2019-06-26","jean-michel-mis","LREM"
"2019-06-27","2019-07-01","jean-michel-mis","LREM"
"2019-07-02","2019-07-07","jean-michel-mis","LREM"
"2019-07-08","2019-07-24","jean-michel-mis","LREM"
"2017-06-21","2017-06-26","jean-noel-barrot","NI"
"2017-06-27","2017-06-28","jean-noel-barrot","MODEM"
"2017-06-29","2017-07-21","jean-noel-barrot","MODEM"
"2017-07-22","2017-07-22","jean-noel-barrot","MODEM"
"2017-07-23","2017-07-24","jean-noel-barrot","MODEM"
"2017-07-25","2017-08-21","jean-noel-barrot","MODEM"
"2017-08-22","2017-09-05","jean-noel-barrot","MODEM"
"2017-09-06","2017-11-16","jean-noel-barrot","MODEM"
"2017-11-17","2017-11-28","jean-noel-barrot","MODEM"
"2017-11-29","2017-11-29","jean-noel-barrot","MODEM"
"2017-11-30","2017-12-08","jean-noel-barrot","MODEM"
"2017-12-09","2017-12-18","jean-noel-barrot","MODEM"
"2017-12-19","2017-12-24","jean-noel-barrot","MODEM"
"2017-12-25","2017-12-25","jean-noel-barrot","MODEM"
"2017-12-26","2018-01-19","jean-noel-barrot","MODEM"
"2018-01-20","2018-01-23","jean-noel-barrot","MODEM"
"2018-01-24","2018-02-02","jean-noel-barrot","MODEM"
"2018-02-03","2018-02-04","jean-noel-barrot","MODEM"
"2018-02-05","2018-03-12","jean-noel-barrot","MODEM"
"2018-03-13","2018-03-18","jean-noel-barrot","MODEM"
"2018-03-19","2018-03-19","jean-noel-barrot","MODEM"
"2018-03-20","2018-03-25","jean-noel-barrot","MODEM"
"2018-03-26","2018-03-26","jean-noel-barrot","MODEM"
"2018-03-27","2018-04-15","jean-noel-barrot","MODEM"
"2018-04-16","2018-04-22","jean-noel-barrot","MODEM"
"2018-04-23","2018-04-23","jean-noel-barrot","MODEM"
"2018-04-24","2018-04-29","jean-noel-barrot","MODEM"
"2018-04-30","2018-05-02","jean-noel-barrot","MODEM"
"2018-05-03","2018-05-08","jean-noel-barrot","MODEM"
"2018-05-09","2018-06-15","jean-noel-barrot","MODEM"
"2018-06-16","2018-07-06","jean-noel-barrot","MODEM"
"2018-07-07","2018-07-11","jean-noel-barrot","MODEM"
"2018-07-12","2018-07-15","jean-noel-barrot","MODEM"
"2018-07-16","2018-09-11","jean-noel-barrot","MODEM"
"2018-09-12","2018-09-17","jean-noel-barrot","MODEM"
"2018-09-18","2018-09-30","jean-noel-barrot","MODEM"
"2018-10-01","2018-10-03","jean-noel-barrot","MODEM"
"2018-10-04","2018-10-04","jean-noel-barrot","MODEM"
"2018-10-05","2018-10-05","jean-noel-barrot","MODEM"
"2018-10-06","2018-10-17","jean-noel-barrot","MODEM"
"2018-10-18","2018-11-16","jean-noel-barrot","MODEM"
"2018-11-17","2018-11-18","jean-noel-barrot","MODEM"
"2018-11-19","2018-11-25","jean-noel-barrot","MODEM"
"2018-11-26","2018-11-27","jean-noel-barrot","MODEM"
"2018-11-28","2018-12-21","jean-noel-barrot","MODEM"
"2018-12-22","2019-01-08","jean-noel-barrot","MODEM"
"2019-01-09","2019-01-09","jean-noel-barrot","MODEM"
"2019-01-10","2019-01-14","jean-noel-barrot","MODEM"
"2019-01-15","2019-02-14","jean-noel-barrot","MODEM"
"2019-02-15","2019-02-25","jean-noel-barrot","MODEM"
"2019-02-26","2019-02-27","jean-noel-barrot","MODEM"
"2019-02-28","2019-04-27","jean-noel-barrot","MODEM"
"2019-04-28","2019-04-28","jean-noel-barrot","MODEM"
"2019-04-29","2019-04-30","jean-noel-barrot","MODEM"
"2019-05-01","2019-05-01","jean-noel-barrot","MODEM"
"2019-05-02","2019-06-10","jean-noel-barrot","MODEM"
"2019-06-11","2019-06-26","jean-noel-barrot","MODEM"
"2019-06-27","2019-07-01","jean-noel-barrot","MODEM"
"2019-07-02","2019-07-07","jean-noel-barrot","MODEM"
"2019-07-08","2019-07-24","jean-noel-barrot","MODEM"
"2017-06-21","2017-06-26","jean-paul-dufregne","NI"
"2017-06-27","2017-06-28","jean-paul-dufregne","GDR"
"2017-06-29","2017-07-21","jean-paul-dufregne","GDR"
"2017-07-22","2017-07-22","jean-paul-dufregne","GDR"
"2017-07-23","2017-07-24","jean-paul-dufregne","GDR"
"2017-07-25","2017-08-21","jean-paul-dufregne","GDR"
"2017-08-22","2017-09-05","jean-paul-dufregne","GDR"
"2017-09-06","2017-11-16","jean-paul-dufregne","GDR"
"2017-11-17","2017-11-28","jean-paul-dufregne","GDR"
"2017-11-29","2017-11-29","jean-paul-dufregne","GDR"
"2017-11-30","2017-12-08","jean-paul-dufregne","GDR"
"2017-12-09","2017-12-18","jean-paul-dufregne","GDR"
"2017-12-19","2017-12-24","jean-paul-dufregne","GDR"
"2017-12-25","2017-12-25","jean-paul-dufregne","GDR"
"2017-12-26","2018-01-19","jean-paul-dufregne","GDR"
"2018-01-20","2018-01-23","jean-paul-dufregne","GDR"
"2018-01-24","2018-02-02","jean-paul-dufregne","GDR"
"2018-02-03","2018-02-04","jean-paul-dufregne","GDR"
"2018-02-05","2018-03-12","jean-paul-dufregne","GDR"
"2018-03-13","2018-03-18","jean-paul-dufregne","GDR"
"2018-03-19","2018-03-19","jean-paul-dufregne","GDR"
"2018-03-20","2018-03-25","jean-paul-dufregne","GDR"
"2018-03-26","2018-03-26","jean-paul-dufregne","GDR"
