"date_debut","date_fin","Député","Groupe"
"2019-05-02","2019-06-10","arnaud-viala","LR"
"2019-06-11","2019-06-26","arnaud-viala","LR"
"2019-06-27","2019-07-01","arnaud-viala","LR"
"2019-07-02","2019-07-07","arnaud-viala","LR"
"2019-07-08","2019-07-24","arnaud-viala","LR"
"2017-06-21","2017-06-26","aude-amadou","NI"
"2017-06-27","2017-06-28","aude-amadou","LREM"
"2017-06-29","2017-07-21","aude-amadou","LREM"
"2017-07-22","2017-07-22","aude-amadou","LREM"
"2017-07-23","2017-07-24","aude-amadou","LREM"
"2017-07-25","2017-08-21","aude-amadou","LREM"
"2017-08-22","2017-09-05","aude-amadou","LREM"
"2017-09-06","2017-11-16","aude-amadou","LREM"
"2017-11-17","2017-11-28","aude-amadou","LREM"
"2017-11-29","2017-11-29","aude-amadou","LREM"
"2017-11-30","2017-12-08","aude-amadou","LREM"
"2017-12-09","2017-12-18","aude-amadou","LREM"
"2017-12-19","2017-12-24","aude-amadou","LREM"
"2017-12-25","2017-12-25","aude-amadou","LREM"
"2017-12-26","2018-01-19","aude-amadou","LREM"
"2018-01-20","2018-01-23","aude-amadou","LREM"
"2018-01-24","2018-02-02","aude-amadou","LREM"
"2018-02-03","2018-02-04","aude-amadou","LREM"
"2018-02-05","2018-03-12","aude-amadou","LREM"
"2018-03-13","2018-03-18","aude-amadou","LREM"
"2018-03-19","2018-03-19","aude-amadou","LREM"
"2018-03-20","2018-03-25","aude-amadou","LREM"
"2018-03-26","2018-03-26","aude-amadou","LREM"
"2018-03-27","2018-04-15","aude-amadou","LREM"
"2018-04-16","2018-04-22","aude-amadou","LREM"
"2018-04-23","2018-04-23","aude-amadou","LREM"
"2018-04-24","2018-04-29","aude-amadou","LREM"
"2018-04-30","2018-05-02","aude-amadou","LREM"
"2018-05-03","2018-05-08","aude-amadou","LREM"
"2018-05-09","2018-06-15","aude-amadou","LREM"
"2018-06-16","2018-07-06","aude-amadou","LREM"
"2018-07-07","2018-07-11","aude-amadou","LREM"
"2018-07-12","2018-07-15","aude-amadou","LREM"
"2018-07-16","2018-09-11","aude-amadou","LREM"
"2018-09-12","2018-09-17","aude-amadou","LREM"
"2018-09-18","2018-09-30","aude-amadou","LREM"
"2018-10-01","2018-10-03","aude-amadou","LREM"
"2018-10-04","2018-10-04","aude-amadou","LREM"
"2018-10-05","2018-10-05","aude-amadou","LREM"
"2018-10-06","2018-10-17","aude-amadou","LREM"
"2018-10-18","2018-11-16","aude-amadou","LREM"
"2018-11-17","2018-11-18","aude-amadou","LREM"
"2018-11-19","2018-11-25","aude-amadou","LREM"
"2018-11-26","2018-11-27","aude-amadou","LREM"
"2018-11-28","2018-12-21","aude-amadou","LREM"
"2018-12-22","2019-01-08","aude-amadou","LREM"
"2019-01-09","2019-01-09","aude-amadou","LREM"
"2019-01-10","2019-01-14","aude-amadou","LREM"
"2019-01-15","2019-02-14","aude-amadou","LREM"
"2019-02-15","2019-02-25","aude-amadou","LREM"
"2019-02-26","2019-02-27","aude-amadou","LREM"
"2019-02-28","2019-04-27","aude-amadou","LREM"
"2019-04-28","2019-04-28","aude-amadou","LREM"
"2019-04-29","2019-04-30","aude-amadou","LREM"
"2019-05-01","2019-05-01","aude-amadou","LREM"
"2019-05-02","2019-06-10","aude-amadou","LREM"
"2019-06-11","2019-06-26","aude-amadou","LREM"
"2019-06-27","2019-07-01","aude-amadou","LREM"
"2019-07-02","2019-07-07","aude-amadou","LREM"
"2019-07-08","2019-07-24","aude-amadou","LREM"
"2017-06-21","2017-06-26","aude-bono-vandorme","NI"
"2017-06-27","2017-06-28","aude-bono-vandorme","LREM"
"2017-06-29","2017-07-21","aude-bono-vandorme","LREM"
"2017-07-22","2017-07-22","aude-bono-vandorme","LREM"
"2017-07-23","2017-07-24","aude-bono-vandorme","LREM"
"2017-07-25","2017-08-21","aude-bono-vandorme","LREM"
"2017-08-22","2017-09-05","aude-bono-vandorme","LREM"
"2017-09-06","2017-11-16","aude-bono-vandorme","LREM"
"2017-11-17","2017-11-28","aude-bono-vandorme","LREM"
"2017-11-29","2017-11-29","aude-bono-vandorme","LREM"
"2017-11-30","2017-12-08","aude-bono-vandorme","LREM"
"2017-12-09","2017-12-18","aude-bono-vandorme","LREM"
"2017-12-19","2017-12-24","aude-bono-vandorme","LREM"
"2017-12-25","2017-12-25","aude-bono-vandorme","LREM"
"2017-12-26","2018-01-19","aude-bono-vandorme","LREM"
"2018-01-20","2018-01-23","aude-bono-vandorme","LREM"
"2018-01-24","2018-02-02","aude-bono-vandorme","LREM"
"2018-02-03","2018-02-04","aude-bono-vandorme","LREM"
"2018-02-05","2018-03-12","aude-bono-vandorme","LREM"
"2018-03-13","2018-03-18","aude-bono-vandorme","LREM"
"2018-03-19","2018-03-19","aude-bono-vandorme","LREM"
"2018-03-20","2018-03-25","aude-bono-vandorme","LREM"
"2018-03-26","2018-03-26","aude-bono-vandorme","LREM"
"2018-03-27","2018-04-15","aude-bono-vandorme","LREM"
"2018-04-16","2018-04-22","aude-bono-vandorme","LREM"
"2018-04-23","2018-04-23","aude-bono-vandorme","LREM"
"2018-04-24","2018-04-29","aude-bono-vandorme","LREM"
"2018-04-30","2018-05-02","aude-bono-vandorme","LREM"
"2018-05-03","2018-05-08","aude-bono-vandorme","LREM"
"2018-05-09","2018-06-15","aude-bono-vandorme","LREM"
"2018-06-16","2018-07-06","aude-bono-vandorme","LREM"
"2018-07-07","2018-07-11","aude-bono-vandorme","LREM"
"2018-07-12","2018-07-15","aude-bono-vandorme","LREM"
"2018-07-16","2018-09-11","aude-bono-vandorme","LREM"
"2018-09-12","2018-09-17","aude-bono-vandorme","LREM"
"2018-09-18","2018-09-30","aude-bono-vandorme","LREM"
"2018-10-01","2018-10-03","aude-bono-vandorme","LREM"
"2018-10-04","2018-10-04","aude-bono-vandorme","LREM"
"2018-10-05","2018-10-05","aude-bono-vandorme","LREM"
"2018-10-06","2018-10-17","aude-bono-vandorme","LREM"
"2018-10-18","2018-11-16","aude-bono-vandorme","LREM"
"2018-11-17","2018-11-18","aude-bono-vandorme","LREM"
"2018-11-19","2018-11-25","aude-bono-vandorme","LREM"
"2018-11-26","2018-11-27","aude-bono-vandorme","LREM"
"2018-11-28","2018-12-21","aude-bono-vandorme","LREM"
"2018-12-22","2019-01-08","aude-bono-vandorme","LREM"
"2019-01-09","2019-01-09","aude-bono-vandorme","LREM"
"2019-01-10","2019-01-14","aude-bono-vandorme","LREM"
"2019-01-15","2019-02-14","aude-bono-vandorme","LREM"
"2019-02-15","2019-02-25","aude-bono-vandorme","LREM"
"2019-02-26","2019-02-27","aude-bono-vandorme","LREM"
"2019-02-28","2019-04-27","aude-bono-vandorme","LREM"
"2019-04-28","2019-04-28","aude-bono-vandorme","LREM"
"2019-04-29","2019-04-30","aude-bono-vandorme","LREM"
"2019-05-01","2019-05-01","aude-bono-vandorme","LREM"
"2019-05-02","2019-06-10","aude-bono-vandorme","LREM"
"2019-06-11","2019-06-26","aude-bono-vandorme","LREM"
"2019-06-27","2019-07-01","aude-bono-vandorme","LREM"
"2019-07-02","2019-07-07","aude-bono-vandorme","LREM"
"2019-07-08","2019-07-24","aude-bono-vandorme","LREM"
"2017-06-21","2017-06-26","aude-luquet","NI"
"2017-06-27","2017-06-28","aude-luquet","MODEM"
"2017-06-29","2017-07-21","aude-luquet","MODEM"
"2017-07-22","2017-07-22","aude-luquet","MODEM"
"2017-07-23","2017-07-24","aude-luquet","MODEM"
"2017-07-25","2017-08-21","aude-luquet","MODEM"
"2017-08-22","2017-09-05","aude-luquet","MODEM"
"2017-09-06","2017-11-16","aude-luquet","MODEM"
"2017-11-17","2017-11-28","aude-luquet","MODEM"
"2017-11-29","2017-11-29","aude-luquet","MODEM"
"2017-11-30","2017-12-08","aude-luquet","MODEM"
"2017-12-09","2017-12-18","aude-luquet","MODEM"
"2017-12-19","2017-12-24","aude-luquet","MODEM"
"2017-12-25","2017-12-25","aude-luquet","MODEM"
"2017-12-26","2018-01-19","aude-luquet","MODEM"
"2018-01-20","2018-01-23","aude-luquet","MODEM"
"2018-01-24","2018-02-02","aude-luquet","MODEM"
"2018-02-03","2018-02-04","aude-luquet","MODEM"
"2018-02-05","2018-03-12","aude-luquet","MODEM"
"2018-03-13","2018-03-18","aude-luquet","MODEM"
"2018-03-19","2018-03-19","aude-luquet","MODEM"
"2018-03-20","2018-03-25","aude-luquet","MODEM"
"2018-03-26","2018-03-26","aude-luquet","MODEM"
"2018-03-27","2018-04-15","aude-luquet","MODEM"
"2018-04-16","2018-04-22","aude-luquet","MODEM"
"2018-04-23","2018-04-23","aude-luquet","MODEM"
"2018-04-24","2018-04-29","aude-luquet","MODEM"
"2018-04-30","2018-05-02","aude-luquet","MODEM"
"2018-05-03","2018-05-08","aude-luquet","MODEM"
"2018-05-09","2018-06-15","aude-luquet","MODEM"
"2018-06-16","2018-07-06","aude-luquet","MODEM"
"2018-07-07","2018-07-11","aude-luquet","MODEM"
"2018-07-12","2018-07-15","aude-luquet","MODEM"
"2018-07-16","2018-09-11","aude-luquet","MODEM"
"2018-09-12","2018-09-17","aude-luquet","MODEM"
"2018-09-18","2018-09-30","aude-luquet","MODEM"
"2018-10-01","2018-10-03","aude-luquet","MODEM"
"2018-10-04","2018-10-04","aude-luquet","MODEM"
"2018-10-05","2018-10-05","aude-luquet","MODEM"
"2018-10-06","2018-10-17","aude-luquet","MODEM"
"2018-10-18","2018-11-16","aude-luquet","MODEM"
"2018-11-17","2018-11-18","aude-luquet","MODEM"
"2018-11-19","2018-11-25","aude-luquet","MODEM"
"2018-11-26","2018-11-27","aude-luquet","MODEM"
"2018-11-28","2018-12-21","aude-luquet","MODEM"
"2018-12-22","2019-01-08","aude-luquet","MODEM"
"2019-01-09","2019-01-09","aude-luquet","MODEM"
"2019-01-10","2019-01-14","aude-luquet","MODEM"
"2019-01-15","2019-02-14","aude-luquet","MODEM"
"2019-02-15","2019-02-25","aude-luquet","MODEM"
"2019-02-26","2019-02-27","aude-luquet","MODEM"
"2019-02-28","2019-04-27","aude-luquet","MODEM"
"2019-04-28","2019-04-28","aude-luquet","MODEM"
"2019-04-29","2019-04-30","aude-luquet","MODEM"
"2019-05-01","2019-05-01","aude-luquet","MODEM"
"2019-05-02","2019-06-10","aude-luquet","MODEM"
"2019-06-11","2019-06-26","aude-luquet","MODEM"
"2019-06-27","2019-07-01","aude-luquet","MODEM"
"2019-07-02","2019-07-07","aude-luquet","MODEM"
"2019-07-08","2019-07-24","aude-luquet","MODEM"
"2017-06-21","2017-06-26","audrey-dufeu-schubert","NI"
"2017-06-27","2017-06-28","audrey-dufeu-schubert","LREM"
"2017-06-29","2017-07-21","audrey-dufeu-schubert","LREM"
"2017-07-22","2017-07-22","audrey-dufeu-schubert","LREM"
"2017-07-23","2017-07-24","audrey-dufeu-schubert","LREM"
"2017-07-25","2017-08-21","audrey-dufeu-schubert","LREM"
"2017-08-22","2017-09-05","audrey-dufeu-schubert","LREM"
"2017-09-06","2017-11-16","audrey-dufeu-schubert","LREM"
"2017-11-17","2017-11-28","audrey-dufeu-schubert","LREM"
"2017-11-29","2017-11-29","audrey-dufeu-schubert","LREM"
"2017-11-30","2017-12-08","audrey-dufeu-schubert","LREM"
"2017-12-09","2017-12-18","audrey-dufeu-schubert","LREM"
"2017-12-19","2017-12-24","audrey-dufeu-schubert","LREM"
"2017-12-25","2017-12-25","audrey-dufeu-schubert","LREM"
"2017-12-26","2018-01-19","audrey-dufeu-schubert","LREM"
"2018-01-20","2018-01-23","audrey-dufeu-schubert","LREM"
"2018-01-24","2018-02-02","audrey-dufeu-schubert","LREM"
"2018-02-03","2018-02-04","audrey-dufeu-schubert","LREM"
"2018-02-05","2018-03-12","audrey-dufeu-schubert","LREM"
"2018-03-13","2018-03-18","audrey-dufeu-schubert","LREM"
"2018-03-19","2018-03-19","audrey-dufeu-schubert","LREM"
"2018-03-20","2018-03-25","audrey-dufeu-schubert","LREM"
"2018-03-26","2018-03-26","audrey-dufeu-schubert","LREM"
"2018-03-27","2018-04-15","audrey-dufeu-schubert","LREM"
"2018-04-16","2018-04-22","audrey-dufeu-schubert","LREM"
"2018-04-23","2018-04-23","audrey-dufeu-schubert","LREM"
"2018-04-24","2018-04-29","audrey-dufeu-schubert","LREM"
"2018-04-30","2018-05-02","audrey-dufeu-schubert","LREM"
"2018-05-03","2018-05-08","audrey-dufeu-schubert","LREM"
"2018-05-09","2018-06-15","audrey-dufeu-schubert","LREM"
"2018-06-16","2018-07-06","audrey-dufeu-schubert","LREM"
"2018-07-07","2018-07-11","audrey-dufeu-schubert","LREM"
"2018-07-12","2018-07-15","audrey-dufeu-schubert","LREM"
"2018-07-16","2018-09-11","audrey-dufeu-schubert","LREM"
"2018-09-12","2018-09-17","audrey-dufeu-schubert","LREM"
"2018-09-18","2018-09-30","audrey-dufeu-schubert","LREM"
"2018-10-01","2018-10-03","audrey-dufeu-schubert","LREM"
"2018-10-04","2018-10-04","audrey-dufeu-schubert","LREM"
"2018-10-05","2018-10-05","audrey-dufeu-schubert","LREM"
"2018-10-06","2018-10-17","audrey-dufeu-schubert","LREM"
"2018-10-18","2018-11-16","audrey-dufeu-schubert","LREM"
"2018-11-17","2018-11-18","audrey-dufeu-schubert","LREM"
"2018-11-19","2018-11-25","audrey-dufeu-schubert","LREM"
"2018-11-26","2018-11-27","audrey-dufeu-schubert","LREM"
"2018-11-28","2018-12-21","audrey-dufeu-schubert","LREM"
"2018-12-22","2019-01-08","audrey-dufeu-schubert","LREM"
"2019-01-09","2019-01-09","audrey-dufeu-schubert","LREM"
"2019-01-10","2019-01-14","audrey-dufeu-schubert","LREM"
"2019-01-15","2019-02-14","audrey-dufeu-schubert","LREM"
"2019-02-15","2019-02-25","audrey-dufeu-schubert","LREM"
"2019-02-26","2019-02-27","audrey-dufeu-schubert","LREM"
"2019-02-28","2019-04-27","audrey-dufeu-schubert","LREM"
"2019-04-28","2019-04-28","audrey-dufeu-schubert","LREM"
"2019-04-29","2019-04-30","audrey-dufeu-schubert","LREM"
"2019-05-01","2019-05-01","audrey-dufeu-schubert","LREM"
"2019-05-02","2019-06-10","audrey-dufeu-schubert","LREM"
"2019-06-11","2019-06-26","audrey-dufeu-schubert","LREM"
"2019-06-27","2019-07-01","audrey-dufeu-schubert","LREM"
"2019-07-02","2019-07-07","audrey-dufeu-schubert","LREM"
"2019-07-08","2019-07-24","audrey-dufeu-schubert","LREM"
"2017-06-21","2017-06-26","aurelien-pradie","NI"
"2017-06-27","2017-06-28","aurelien-pradie","LR"
"2017-06-29","2017-07-21","aurelien-pradie","LR"
"2017-07-22","2017-07-22","aurelien-pradie","LR"
"2017-07-23","2017-07-24","aurelien-pradie","LR"
"2017-07-25","2017-08-21","aurelien-pradie","LR"
"2017-08-22","2017-09-05","aurelien-pradie","LR"
"2017-09-06","2017-11-16","aurelien-pradie","LR"
"2017-11-17","2017-11-28","aurelien-pradie","LR"
"2017-11-29","2017-11-29","aurelien-pradie","LR"
"2017-11-30","2017-12-08","aurelien-pradie","LR"
"2017-12-09","2017-12-18","aurelien-pradie","LR"
"2017-12-19","2017-12-24","aurelien-pradie","LR"
"2017-12-25","2017-12-25","aurelien-pradie","LR"
"2017-12-26","2018-01-19","aurelien-pradie","LR"
"2018-01-20","2018-01-23","aurelien-pradie","LR"
"2018-01-24","2018-02-02","aurelien-pradie","LR"
"2018-02-03","2018-02-04","aurelien-pradie","LR"
"2018-02-05","2018-03-12","aurelien-pradie","LR"
"2018-03-13","2018-03-18","aurelien-pradie","LR"
"2018-03-19","2018-03-19","aurelien-pradie","LR"
"2018-03-20","2018-03-25","aurelien-pradie","LR"
"2018-03-26","2018-03-26","aurelien-pradie","LR"
"2018-03-27","2018-04-15","aurelien-pradie","LR"
"2018-04-16","2018-04-22","aurelien-pradie","LR"
"2018-04-23","2018-04-23","aurelien-pradie","LR"
"2018-04-24","2018-04-29","aurelien-pradie","LR"
"2018-04-30","2018-05-02","aurelien-pradie","LR"
"2018-05-03","2018-05-08","aurelien-pradie","LR"
"2018-05-09","2018-06-15","aurelien-pradie","LR"
"2018-06-16","2018-07-06","aurelien-pradie","LR"
"2018-07-07","2018-07-11","aurelien-pradie","LR"
"2018-07-12","2018-07-15","aurelien-pradie","LR"
"2018-07-16","2018-09-11","aurelien-pradie","LR"
"2018-09-12","2018-09-17","aurelien-pradie","LR"
"2018-09-18","2018-09-30","aurelien-pradie","LR"
"2018-10-01","2018-10-03","aurelien-pradie","LR"
"2018-10-04","2018-10-04","aurelien-pradie","LR"
"2018-10-05","2018-10-05","aurelien-pradie","LR"
"2018-10-06","2018-10-17","aurelien-pradie","LR"
"2018-10-18","2018-11-16","aurelien-pradie","LR"
"2018-11-17","2018-11-18","aurelien-pradie","LR"
"2018-11-19","2018-11-25","aurelien-pradie","LR"
"2018-11-26","2018-11-27","aurelien-pradie","LR"
"2018-11-28","2018-12-21","aurelien-pradie","LR"
"2018-12-22","2019-01-08","aurelien-pradie","LR"
"2019-01-09","2019-01-09","aurelien-pradie","LR"
"2019-01-10","2019-01-14","aurelien-pradie","LR"
"2019-01-15","2019-02-14","aurelien-pradie","LR"
"2019-02-15","2019-02-25","aurelien-pradie","LR"
"2019-02-26","2019-02-27","aurelien-pradie","LR"
"2019-02-28","2019-04-27","aurelien-pradie","LR"
"2019-04-28","2019-04-28","aurelien-pradie","LR"
"2019-04-29","2019-04-30","aurelien-pradie","LR"
"2019-05-01","2019-05-01","aurelien-pradie","LR"
"2019-05-02","2019-06-10","aurelien-pradie","LR"
"2019-06-11","2019-06-26","aurelien-pradie","LR"
"2019-06-27","2019-07-01","aurelien-pradie","LR"
"2019-07-02","2019-07-07","aurelien-pradie","LR"
"2019-07-08","2019-07-24","aurelien-pradie","LR"
"2017-06-21","2017-06-26","aurelien-tache","NI"
"2017-06-27","2017-06-28","aurelien-tache","LREM"
"2017-06-29","2017-07-21","aurelien-tache","LREM"
"2017-07-22","2017-07-22","aurelien-tache","LREM"
"2017-07-23","2017-07-24","aurelien-tache","LREM"
"2017-07-25","2017-08-21","aurelien-tache","LREM"
"2017-08-22","2017-09-05","aurelien-tache","LREM"
"2017-09-06","2017-11-16","aurelien-tache","LREM"
"2017-11-17","2017-11-28","aurelien-tache","LREM"
"2017-11-29","2017-11-29","aurelien-tache","LREM"
"2017-11-30","2017-12-08","aurelien-tache","LREM"
"2017-12-09","2017-12-18","aurelien-tache","LREM"
"2017-12-19","2017-12-24","aurelien-tache","LREM"
"2017-12-25","2017-12-25","aurelien-tache","LREM"
"2017-12-26","2018-01-19","aurelien-tache","LREM"
"2018-01-20","2018-01-23","aurelien-tache","LREM"
"2018-01-24","2018-02-02","aurelien-tache","LREM"
"2018-02-03","2018-02-04","aurelien-tache","LREM"
"2018-02-05","2018-03-12","aurelien-tache","LREM"
"2018-03-13","2018-03-18","aurelien-tache","LREM"
"2018-03-19","2018-03-19","aurelien-tache","LREM"
"2018-03-20","2018-03-25","aurelien-tache","LREM"
"2018-03-26","2018-03-26","aurelien-tache","LREM"
"2018-03-27","2018-04-15","aurelien-tache","LREM"
"2018-04-16","2018-04-22","aurelien-tache","LREM"
"2018-04-23","2018-04-23","aurelien-tache","LREM"
"2018-04-24","2018-04-29","aurelien-tache","LREM"
"2018-04-30","2018-05-02","aurelien-tache","LREM"
"2018-05-03","2018-05-08","aurelien-tache","LREM"
"2018-05-09","2018-06-15","aurelien-tache","LREM"
"2018-06-16","2018-07-06","aurelien-tache","LREM"
"2018-07-07","2018-07-11","aurelien-tache","LREM"
"2018-07-12","2018-07-15","aurelien-tache","LREM"
"2018-07-16","2018-09-11","aurelien-tache","LREM"
"2018-09-12","2018-09-17","aurelien-tache","LREM"
"2018-09-18","2018-09-30","aurelien-tache","LREM"
"2018-10-01","2018-10-03","aurelien-tache","LREM"
"2018-10-04","2018-10-04","aurelien-tache","LREM"
"2018-10-05","2018-10-05","aurelien-tache","LREM"
"2018-10-06","2018-10-17","aurelien-tache","LREM"
"2018-10-18","2018-11-16","aurelien-tache","LREM"
"2018-11-17","2018-11-18","aurelien-tache","LREM"
"2018-11-19","2018-11-25","aurelien-tache","LREM"
"2018-11-26","2018-11-27","aurelien-tache","LREM"
"2018-11-28","2018-12-21","aurelien-tache","LREM"
"2018-12-22","2019-01-08","aurelien-tache","LREM"
"2019-01-09","2019-01-09","aurelien-tache","LREM"
"2019-01-10","2019-01-14","aurelien-tache","LREM"
"2019-01-15","2019-02-14","aurelien-tache","LREM"
"2019-02-15","2019-02-25","aurelien-tache","LREM"
"2019-02-26","2019-02-27","aurelien-tache","LREM"
"2019-02-28","2019-04-27","aurelien-tache","LREM"
"2019-04-28","2019-04-28","aurelien-tache","LREM"
"2019-04-29","2019-04-30","aurelien-tache","LREM"
"2019-05-01","2019-05-01","aurelien-tache","LREM"
"2019-05-02","2019-06-10","aurelien-tache","LREM"
"2019-06-11","2019-06-26","aurelien-tache","LREM"
"2019-06-27","2019-07-01","aurelien-tache","LREM"
"2019-07-02","2019-07-07","aurelien-tache","LREM"
"2019-07-08","2019-07-24","aurelien-tache","LREM"
"2017-06-21","2017-06-26","aurore-berge","NI"
"2017-06-27","2017-06-28","aurore-berge","LREM"
"2017-06-29","2017-07-21","aurore-berge","LREM"
"2017-07-22","2017-07-22","aurore-berge","LREM"
"2017-07-23","2017-07-24","aurore-berge","LREM"
"2017-07-25","2017-08-21","aurore-berge","LREM"
"2017-08-22","2017-09-05","aurore-berge","LREM"
"2017-09-06","2017-11-16","aurore-berge","LREM"
"2017-11-17","2017-11-28","aurore-berge","LREM"
"2017-11-29","2017-11-29","aurore-berge","LREM"
"2017-11-30","2017-12-08","aurore-berge","LREM"
"2017-12-09","2017-12-18","aurore-berge","LREM"
"2017-12-19","2017-12-24","aurore-berge","LREM"
"2017-12-25","2017-12-25","aurore-berge","LREM"
"2017-12-26","2018-01-19","aurore-berge","LREM"
"2018-01-20","2018-01-23","aurore-berge","LREM"
"2018-01-24","2018-02-02","aurore-berge","LREM"
"2018-02-03","2018-02-04","aurore-berge","LREM"
"2018-02-05","2018-03-12","aurore-berge","LREM"
"2018-03-13","2018-03-18","aurore-berge","LREM"
"2018-03-19","2018-03-19","aurore-berge","LREM"
"2018-03-20","2018-03-25","aurore-berge","LREM"
"2018-03-26","2018-03-26","aurore-berge","LREM"
"2018-03-27","2018-04-15","aurore-berge","LREM"
"2018-04-16","2018-04-22","aurore-berge","LREM"
"2018-04-23","2018-04-23","aurore-berge","LREM"
